no_of_children,lead_time,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal_Plan_2,room_type_reserved_Room_Type_1,room_type_reserved_Room_Type_4
-0.2612676025282956,-1.0193244139026933,0.09035320195764737,1.4371395917669605,0,1,0
-0.2612676025282956,0.23990735856377862,-0.48614238046175856,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0046821839902926,-0.65184170954039,1.4371395917669605,0,1,0
-0.2612676025282956,-1.0339666438150943,0.47008083109617815,1.4371395917669605,0,1,0
-0.2612676025282956,3.182995570956347,-1.2576798814841368,-1.039214537329436,0,1,0
-0.2612676025282956,-0.5800575165306683,1.0362202054481697,0.19896252721876234,0,0,1
-0.2612676025282956,2.6998019838471192,-1.0899093107920224,1.4371395917669605,0,1,0
-0.2612676025282956,-0.8143331951290816,0.33199805686398515,0.19896252721876234,0,1,0
-0.2612676025282956,-0.3018551481950524,1.6886613136952817,1.4371395917669605,0,0,1
-0.2612676025282956,0.1520539790893736,-0.8796782870235084,0.19896252721876234,0,1,0
-0.2612676025282956,-0.6825531259174742,2.4032396703468804,1.4371395917669605,1,1,0
-0.2612676025282956,-0.9314710344282884,-0.772664136993559,0.19896252721876234,0,1,0
-0.2612676025282956,-0.6825531259174742,-0.2645195278190887,-1.039214537329436,1,1,0
-0.2612676025282956,-0.40435075758185823,0.6219718827515907,0.19896252721876234,0,0,1
-0.2612676025282956,1.3380746019938414,1.2226319506616303,1.4371395917669605,0,1,0
-0.2612676025282956,-1.0193244139026933,0.8152877666766607,-1.039214537329436,0,1,0
-0.2612676025282956,-0.09686392942144065,-1.2214331532481861,-1.039214537329436,0,1,0
-0.2612676025282956,-0.03829500977183729,-0.38258029978761376,-1.039214537329436,0,1,0
-0.2612676025282956,0.35704519786298533,-1.0557338241695546,0.19896252721876234,0,1,0
-0.2612676025282956,-0.8582598848662842,1.5747430249537222,1.4371395917669605,0,0,1
3.827493306950289,-0.9021865746034867,1.678305105627867,2.6753166563151587,0,1,0
-0.2612676025282956,-0.697195355829875,-0.6691020563194142,-1.039214537329436,0,1,0
-0.2612676025282956,-0.36042406784465575,-0.11331889003483751,0.19896252721876234,0,1,0
-0.2612676025282956,-0.41899298749425906,1.0362202054481697,0.19896252721876234,0,0,1
-0.2612676025282956,0.4302563474249895,-0.08225026583259389,0.19896252721876234,0,1,0
-0.2612676025282956,-0.5361308267934658,3.1979060360531513,1.4371395917669605,0,0,0
3.827493306950289,-1.0339666438150943,0.25087442700257195,0.19896252721876234,0,1,0
-0.2612676025282956,-0.155432849071044,1.253700574863873,1.4371395917669605,0,0,1
-0.2612676025282956,-0.8436176549538834,2.644884525253218,1.4371395917669605,0,0,1
-0.2612676025282956,-1.063251103639896,0.47008083109617815,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0339666438150943,1.2181442604990833,1.4371395917669605,1,1,0
-0.2612676025282956,-1.0193244139026933,0.23982780506399623,-1.039214537329436,0,1,0
-0.2612676025282956,-1.063251103639896,0.9533705409088536,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9461132643406892,0.07309285517862324,-1.039214537329436,0,0,1
-0.2612676025282956,-0.25792845845784984,-1.0143089918998967,1.4371395917669605,0,1,0
-0.2612676025282956,0.6938164858482045,-0.3774021957539063,-1.039214537329436,0,1,0
-0.2612676025282956,-0.18471730889584567,0.8808770844369526,1.4371395917669605,0,1,0
-0.2612676025282956,-0.8729021147786851,-0.5724441143568791,0.19896252721876234,0,0,1
-0.2612676025282956,-0.3750662977570566,0.5701908424145182,0.19896252721876234,0,1,0
-0.2612676025282956,-0.36042406784465575,-1.099229898052695,0.19896252721876234,0,0,1
-0.2612676025282956,1.015945543921023,-0.19409731296067004,-1.039214537329436,0,1,0
-0.2612676025282956,-0.5361308267934658,-1.947403338773941,0.19896252721876234,0,1,0
-0.2612676025282956,-0.6532686660926724,-0.18581234650673864,0.19896252721876234,0,1,0
-0.2612676025282956,-0.5507730567058666,3.059132847949797,1.4371395917669605,0,1,0
-0.2612676025282956,0.5766786465489979,1.999347555717716,1.4371395917669605,0,0,1
-0.2612676025282956,-0.1993595388082465,1.999347555717716,-1.039214537329436,0,0,1
-0.2612676025282956,-0.5507730567058666,1.3469064474706038,0.19896252721876234,0,0,1
-0.2612676025282956,0.7231009456730063,-1.1372026609665487,0.19896252721876234,0,0,1
-0.2612676025282956,0.44489857733739036,-0.5006410717561388,0.19896252721876234,0,0,1
-0.2612676025282956,-0.8436176549538834,0.15939458907374388,1.4371395917669605,0,0,1
-0.2612676025282956,-0.14079061915864316,1.999347555717716,-1.039214537329436,0,0,1
-0.2612676025282956,-0.47756190714386243,1.005151581245926,-1.039214537329436,0,0,1
-0.2612676025282956,0.7084587157606054,0.35271047299881386,0.19896252721876234,0,0,1
-0.2612676025282956,-0.49220413705626326,-0.7588558595703394,1.4371395917669605,0,1,0
-0.2612676025282956,2.655875294109917,-0.41882702802356436,0.19896252721876234,0,1,0
-0.2612676025282956,-1.0193244139026933,-0.4447175481921005,0.19896252721876234,0,1,0
-0.2612676025282956,-0.18471730889584567,-0.8952125991246301,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9314710344282884,-0.6604718829299021,1.4371395917669605,0,1,0
-0.2612676025282956,-0.9314710344282884,0.9188498473508054,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0193244139026933,2.921050073717604,-1.039214537329436,0,0,0
3.827493306950289,0.21062289873897694,0.8498084602347089,0.19896252721876234,0,1,0
-0.2612676025282956,-0.03829500977183729,0.3371761608976926,1.4371395917669605,0,1,0
-0.2612676025282956,-0.5800575165306683,-1.4112969678174516,-1.039214537329436,0,1,0
-0.2612676025282956,-0.697195355829875,-1.5780319177028246,0.19896252721876234,0,1,0
-0.2612676025282956,1.3527168319062424,-0.8762262176677037,0.19896252721876234,0,1,0
3.827493306950289,1.469854671205449,-0.5482796288662453,1.4371395917669605,0,1,0
-0.2612676025282956,0.2691918183885803,-0.237593386843811,-1.039214537329436,0,1,0
-0.2612676025282956,2.201966166825491,-1.2573346745485565,-1.039214537329436,0,1,0
-0.2612676025282956,0.4009718876001878,1.253700574863873,1.4371395917669605,0,0,1
-0.2612676025282956,-1.048608873727495,-0.6345813627613659,0.19896252721876234,0,1,0
3.827493306950289,1.572350280592255,0.6668487843770528,0.19896252721876234,0,0,1
-0.2612676025282956,-0.8729021147786851,1.2295360893732397,0.19896252721876234,0,0,1
-0.2612676025282956,-0.243286228545449,-0.020113017428107133,-1.039214537329436,0,1,0
-0.2612676025282956,1.6894881198914615,0.6772049924444676,-1.039214537329436,0,1,0
3.827493306950289,0.21062289873897694,0.8187398360324653,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9314710344282884,0.711725686002516,0.19896252721876234,0,1,0
-0.2612676025282956,0.18133843891417528,-0.8071848305516072,-1.039214537329436,0,1,0
-0.2612676025282956,3.182995570956347,-1.2576798814841368,-1.039214537329436,0,1,0
-0.2612676025282956,-0.18471730889584567,-1.228337291959796,-1.039214537329436,0,1,0
-0.2612676025282956,-0.6825531259174742,1.1950153958151915,0.19896252721876234,0,0,1
-0.2612676025282956,-0.9900399540778917,2.2996775896727355,1.4371395917669605,0,0,1
-0.2612676025282956,0.8695232447970146,-0.6725541256752188,0.19896252721876234,1,1,0
-0.2612676025282956,-0.14079061915864316,1.6886613136952817,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9461132643406892,0.25156484087373276,1.4371395917669605,0,1,0
-0.2612676025282956,-0.8289754250414826,2.1847236801244345,0.19896252721876234,0,0,1
-0.2612676025282956,-0.6239842062678708,-0.7978642432909343,-1.039214537329436,0,1,0
3.827493306950289,-0.6093419763554699,-1.9743294797492186,0.19896252721876234,0,1,0
-0.2612676025282956,0.5473941867241963,0.33199805686398515,-1.039214537329436,0,1,0
-0.2612676025282956,-0.78504873530428,0.8152877666766607,0.19896252721876234,0,1,0
-0.2612676025282956,-0.96075549425309,2.069424563640554,1.4371395917669605,0,0,1
-0.2612676025282956,0.5034674969869937,-0.279018219113469,0.19896252721876234,0,0,1
-0.2612676025282956,-1.048608873727495,1.0224119280249502,1.4371395917669605,0,1,0
-0.2612676025282956,1.6309192002418582,1.005151581245926,0.19896252721876234,1,1,0
-0.2612676025282956,-0.052937239684238135,1.0075680297949892,0.19896252721876234,0,0,0
-0.2612676025282956,0.5913208764613987,-0.7243351660122912,-1.039214537329436,0,1,0
-0.2612676025282956,-0.7704065053918792,3.369819089972231,0.19896252721876234,0,0,0
-0.2612676025282956,-0.9900399540778917,1.5747430249537222,0.19896252721876234,0,0,1
-0.2612676025282956,1.6894881198914615,-0.6708280909973164,0.19896252721876234,0,1,0
-0.2612676025282956,-0.7264798156546767,0.8843291537927571,-1.039214537329436,0,1,0
-0.2612676025282956,-0.7704065053918792,0.5805470504819327,2.6753166563151587,0,0,1
-0.2612676025282956,-1.063251103639896,1.3676188636054327,1.4371395917669605,0,1,0
-0.2612676025282956,-0.8729021147786851,-1.0488296854579449,1.4371395917669605,0,1,0
-0.2612676025282956,1.2941479122566388,1.2243579853395323,1.4371395917669605,0,0,1
-0.2612676025282956,0.4156141175125887,0.4459163456055443,-1.039214537329436,0,0,1
-0.2612676025282956,-0.34578183793225487,-0.30628956702432686,0.19896252721876234,0,0,1
-0.2612676025282956,-0.9168288045158876,-0.0591214011487015,1.4371395917669605,0,1,0
-0.2612676025282956,-0.9314710344282884,1.2640567829312879,1.4371395917669605,0,0,1
-0.2612676025282956,-0.9900399540778917,0.992378924629448,0.19896252721876234,0,1,0
-0.2612676025282956,-0.521488596881065,-1.4102613470107102,-1.039214537329436,0,0,0
-0.2612676025282956,-0.7996909652166808,-1.20279197872684,-1.039214537329436,0,1,0
-0.2612676025282956,0.12276951926457191,-0.7295132700459986,0.19896252721876234,0,1,0
-0.2612676025282956,-0.00901054994703562,0.35271047299881386,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9461132643406892,-0.039099398885033575,-1.039214537329436,0,1,0
3.827493306950289,1.4991391310302506,0.3837790972010575,0.19896252721876234,0,1,0
-0.2612676025282956,2.1433972471758875,-0.48614238046175856,0.19896252721876234,0,1,0
-0.2612676025282956,0.928092164446618,-0.6725541256752188,-1.039214537329436,0,1,0
-0.2612676025282956,-0.28721291828265155,0.6116156746841758,1.4371395917669605,0,0,1
-0.2612676025282956,-1.063251103639896,-0.7381434434355106,-1.039214537329436,0,1,0
-0.2612676025282956,0.0788428295273694,-1.393001000231686,0.19896252721876234,0,1,0
-0.2612676025282956,-0.8436176549538834,3.0936535415078454,1.4371395917669605,0,1,0
-0.2612676025282956,-0.9021865746034867,1.0224119280249502,0.19896252721876234,0,1,0
-0.2612676025282956,-0.6532686660926724,-0.6949925764879503,0.19896252721876234,0,1,0
-0.2612676025282956,0.386329657687787,-0.3038731184752637,0.19896252721876234,0,1,0
-0.2612676025282956,-0.8875443446910859,0.2802170165269128,0.19896252721876234,0,1,0
-0.2612676025282956,1.103798923395428,-0.5828003224242936,0.19896252721876234,0,1,0
-0.2612676025282956,-0.7118375857422758,-0.3584158142969799,-1.039214537329436,0,1,0
-0.2612676025282956,-0.33113960801985404,-0.08225026583259389,0.19896252721876234,0,1,0
3.827493306950289,-0.052937239684238135,3.0556807785939926,-1.039214537329436,0,0,0
-0.2612676025282956,-1.063251103639896,-1.0833503790159933,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9021865746034867,0.7921589019927687,0.19896252721876234,0,1,0
-0.2612676025282956,0.6059631063737996,-0.0839763005104962,-1.039214537329436,0,0,1
-0.2612676025282956,0.16669620900177443,0.259504600392084,0.19896252721876234,0,1,0
-0.2612676025282956,0.48882526707459284,-0.8762262176677037,-1.039214537329436,0,1,0
3.827493306950289,-0.8875443446910859,0.6599446456654435,1.4371395917669605,0,1,0
-0.2612676025282956,-0.14079061915864316,0.04202423097637962,0.19896252721876234,0,0,1
-0.2612676025282956,0.09348505943977024,0.35271047299881386,2.6753166563151587,0,0,1
-0.2612676025282956,-0.03829500977183729,-0.7295132700459986,0.19896252721876234,0,1,0
-0.2612676025282956,1.4991391310302506,0.5701908424145182,-1.039214537329436,0,1,0
-0.2612676025282956,-1.063251103639896,-0.7036227498774624,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0046821839902926,-1.0143089918998967,1.4371395917669605,0,1,0
-0.2612676025282956,0.5327519568117953,-0.08225026583259389,-1.039214537329436,0,1,0
-0.2612676025282956,-1.048608873727495,1.459789115405421,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9753977241654909,-0.4612874810999638,0.19896252721876234,0,1,0
-0.2612676025282956,-0.09686392942144065,1.3469064474706038,0.19896252721876234,0,0,1
-0.2612676025282956,0.21062289873897694,-1.777216319532763,-1.039214537329436,0,1,0
-0.2612676025282956,0.10812728935217109,0.5701908424145182,0.19896252721876234,0,1,0
-0.2612676025282956,-0.28721291828265155,-1.480338354933548,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9753977241654909,-0.7802586895763295,0.19896252721876234,0,1,0
-0.2612676025282956,0.48882526707459284,-1.316365060532819,1.4371395917669605,0,1,0
-0.2612676025282956,-0.03829500977183729,-0.5241151433756114,-1.039214537329436,0,1,0
-0.2612676025282956,-1.048608873727495,-0.25485373362283514,0.19896252721876234,0,1,0
-0.2612676025282956,-0.00901054994703562,-1.480338354933548,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9900399540778917,0.15939458907374388,0.19896252721876234,0,1,0
-0.2612676025282956,0.7231009456730063,1.0206858933470473,0.19896252721876234,0,0,1
-0.2612676025282956,-0.03829500977183729,0.3837790972010575,-1.039214537329436,0,1,0
-0.2612676025282956,1.2795056823442381,-0.7036227498774624,-1.039214537329436,0,1,0
-0.2612676025282956,2.1726817070006894,-0.02529112146181408,0.19896252721876234,0,1,0
3.827493306950289,0.034916139790166896,-0.655984192767356,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0193244139026933,0.7807670731186124,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9753977241654909,-0.6691020563194142,0.19896252721876234,0,1,0
-0.2612676025282956,-0.155432849071044,-0.40847081995615,1.4371395917669605,0,1,0
-0.2612676025282956,0.18133843891417528,-0.6525321234115509,0.19896252721876234,0,0,1
-0.2612676025282956,-0.5800575165306683,1.0362202054481697,0.19896252721876234,0,0,1
-0.2612676025282956,-1.063251103639896,-0.4274572014130764,0.19896252721876234,0,1,0
-0.2612676025282956,1.4112857515558457,-0.17545613843932426,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9461132643406892,0.711725686002516,0.19896252721876234,0,0,1
3.827493306950289,0.12276951926457191,2.6742271147775587,-1.039214537329436,0,0,0
-0.2612676025282956,-1.063251103639896,1.540222331395674,0.19896252721876234,0,1,0
-0.2612676025282956,-0.40435075758185823,-0.4240051320572718,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9461132643406892,-1.169652112911114,-1.039214537329436,0,1,0
-0.2612676025282956,-0.36042406784465575,-0.831349316042241,0.19896252721876234,0,1,0
-0.2612676025282956,0.5913208764613987,-0.7036227498774624,0.19896252721876234,0,1,0
-0.2612676025282956,-0.6386264361802716,1.4366602507215291,1.4371395917669605,0,1,0
-0.2612676025282956,-1.048608873727495,0.6426842988864194,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9753977241654909,-0.43470654706026635,0.19896252721876234,0,1,0
-0.2612676025282956,0.8988077046218164,-1.0764462403043835,-1.039214537329436,0,1,0
-0.2612676025282956,-0.2725706883702507,0.4459163456055443,-1.039214537329436,0,0,1
-0.2612676025282956,-0.4336352174066599,1.3779750716728476,1.4371395917669605,0,0,1
-0.2612676025282956,1.4991391310302506,-0.8589658708886796,0.19896252721876234,0,1,0
-0.2612676025282956,-0.25792845845784984,1.005151581245926,1.4371395917669605,0,0,1
-0.2612676025282956,-1.0193244139026933,-0.25485373362283514,-1.039214537329436,0,1,0
-0.2612676025282956,-0.6532686660926724,-0.013208878716497386,-1.039214537329436,0,1,0
-0.2612676025282956,-0.25792845845784984,-0.035647329529228944,-1.039214537329436,0,1,0
-0.2612676025282956,-1.063251103639896,-0.25485373362283514,-1.039214537329436,0,1,0
-0.2612676025282956,-0.8436176549538834,-0.20307269328576277,0.19896252721876234,0,1,0
-0.2612676025282956,-1.0046821839902926,2.0235120412083494,1.4371395917669605,0,1,0
-0.2612676025282956,2.729086443671921,-1.0405447190040136,-1.039214537329436,0,1,0
-0.2612676025282956,-0.09686392942144065,1.3469064474706038,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9900399540778917,-1.2991047137537948,0.19896252721876234,0,1,0
-0.2612676025282956,-0.14079061915864316,-1.0453776161021404,-1.039214537329436,0,1,0
-0.2612676025282956,1.382001291731044,-0.17545613843932426,-1.039214537329436,0,1,0
-0.2612676025282956,0.0788428295273694,-1.463078008154524,-1.039214537329436,0,1,0
-0.2612676025282956,-0.1993595388082465,-0.8589658708886796,-1.039214537329436,0,1,0
-0.2612676025282956,-0.2725706883702507,0.2698608084594984,0.19896252721876234,0,0,1
-0.2612676025282956,-0.697195355829875,-0.772664136993559,1.4371395917669605,0,1,0
-0.2612676025282956,1.7480570395410648,0.6789310271223704,-1.039214537329436,0,1,0
-0.2612676025282956,0.3131185081257828,-0.48614238046175856,0.19896252721876234,0,1,0
-0.2612676025282956,1.118441153307829,-1.551105776727547,0.19896252721876234,0,1,0
-0.2612676025282956,0.5181097268993945,-0.279018219113469,1.4371395917669605,0,0,1
-0.2612676025282956,1.0891566934830272,0.9723569223657806,0.19896252721876234,0,0,1
-0.2612676025282956,-0.25792845845784984,1.6886613136952817,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9314710344282884,-1.2587155022908783,-1.039214537329436,0,1,0
-0.2612676025282956,1.6748458899790608,-1.1037175882152417,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9314710344282884,0.7231175148766723,0.19896252721876234,0,0,1
-0.2612676025282956,-0.22864399863304818,-0.22723717877639665,0.19896252721876234,0,1,0
-0.2612676025282956,-0.78504873530428,1.4090436958750903,-1.039214537329436,0,0,0
-0.2612676025282956,-0.6386264361802716,3.1368044084554056,2.6753166563151587,0,0,1
-0.2612676025282956,-0.18471730889584567,-0.49063007062430464,0.19896252721876234,0,1,0
-0.2612676025282956,-0.521488596881065,-0.7243351660122912,-1.039214537329436,0,1,0
-0.2612676025282956,0.4595408072497912,0.9947953731785112,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9461132643406892,-1.7682409392076706,-1.039214537329436,0,1,0
-0.2612676025282956,-0.4629196772314616,1.999347555717716,1.4371395917669605,0,0,1
-0.2612676025282956,-0.3018551481950524,-1.609790955776229,-1.039214537329436,0,1,0
-0.2612676025282956,0.8548810148846138,-0.08225026583259389,-1.039214537329436,0,1,0
-0.2612676025282956,0.6645320260234029,-0.6725541256752188,-1.039214537329436,0,1,0
-0.2612676025282956,-0.8875443446910859,-0.8762262176677037,-1.039214537329436,0,1,0
-0.2612676025282956,-1.048608873727495,-1.0833503790159933,-1.039214537329436,0,1,0
-0.2612676025282956,-1.063251103639896,-1.0488296854579449,-1.039214537329436,0,1,0
-0.2612676025282956,0.8841654747094154,0.42278748092165186,-1.039214537329436,0,0,1
-0.2612676025282956,1.7626992694534658,0.33199805686398515,-1.039214537329436,0,1,0
3.827493306950289,1.118441153307829,-0.12540113278015422,-1.039214537329436,0,1,0
-0.2612676025282956,-0.8582598848662842,-0.37567616107600404,-1.039214537329436,0,1,0
3.827493306950289,0.752385405497808,1.1294260780548995,0.19896252721876234,0,1,0
-0.2612676025282956,-0.0822216995090398,0.19736735198759675,0.19896252721876234,0,1,0
-0.2612676025282956,1.6016347404170566,0.259504600392084,1.4371395917669605,0,1,0
-0.2612676025282956,-0.9900399540778917,-0.04772957227454564,0.19896252721876234,0,1,0
-0.2612676025282956,1.645561430154259,-0.237593386843811,-1.039214537329436,0,0,1
-0.2612676025282956,-0.96075549425309,-0.8147793831343778,0.19896252721876234,0,0,1
-0.2612676025282956,-0.8729021147786851,0.5736429117703229,0.19896252721876234,0,0,1
-0.2612676025282956,-1.0339666438150943,-0.655984192767356,-1.039214537329436,0,1,0
-0.2612676025282956,-0.8875443446910859,-0.7036227498774624,0.19896252721876234,0,1,0
3.827493306950289,-0.9314710344282884,1.3330981700473845,-1.039214537329436,0,1,0
-0.2612676025282956,-0.78504873530428,0.6426842988864194,1.4371395917669605,0,1,0
-0.2612676025282956,2.1141127873510857,-0.7554037902145349,-1.039214537329436,0,1,0
-0.2612676025282956,0.5620364166365971,1.999347555717716,0.19896252721876234,0,0,1
-0.2612676025282956,0.7670276354102088,-1.316365060532819,0.19896252721876234,0,1,0
3.827493306950289,1.821268189103069,0.06687913033817432,1.4371395917669605,0,1,0
-0.2612676025282956,-1.0046821839902926,1.9889913476503012,1.4371395917669605,0,1,0
-0.2612676025282956,0.8841654747094154,2.7139259123693145,-1.039214537329436,1,0,1
-0.2612676025282956,-0.5507730567058666,0.03581050613593119,1.4371395917669605,0,1,0
-0.2612676025282956,-0.052937239684238135,0.259504600392084,0.19896252721876234,0,1,0
-0.2612676025282956,-0.1993595388082465,1.6886613136952817,1.4371395917669605,0,0,1
-0.2612676025282956,-0.41899298749425906,-1.228337291959796,-1.039214537329436,0,1,0
-0.2612676025282956,-0.5654152866182675,-1.9218580255409852,0.19896252721876234,0,1,0
-0.2612676025282956,-0.5068463669686641,1.2226319506616303,0.19896252721876234,0,1,0
-0.2612676025282956,1.2648634524318372,0.7793862453762908,0.19896252721876234,1,1,0
-0.2612676025282956,-0.9168288045158876,0.987891234466902,1.4371395917669605,0,1,0
-0.2612676025282956,-0.22864399863304818,-0.18581234650673864,0.19896252721876234,0,0,1
-0.2612676025282956,2.2312506266502927,-0.48614238046175856,-1.039214537329436,0,1,0
3.827493306950289,-0.49220413705626326,0.3837790972010575,1.4371395917669605,0,1,0
-0.2612676025282956,-0.8729021147786851,0.050654404365891685,0.19896252721876234,0,1,0
-0.2612676025282956,0.2691918183885803,0.7669587956953929,0.19896252721876234,0,0,1
-0.2612676025282956,-0.78504873530428,1.9199499605342047,0.19896252721876234,0,0,1
-0.2612676025282956,-0.78504873530428,-0.33321570799960454,-1.039214537329436,0,1,0
-0.2612676025282956,-0.7704065053918792,1.236440228084849,-1.039214537329436,0,1,0
-0.2612676025282956,-0.9753977241654909,-0.14266147955917832,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9461132643406892,0.5391222182122747,0.19896252721876234,0,1,0
-0.2612676025282956,-0.5361308267934658,-0.17545613843932426,0.19896252721876234,0,1,0
-0.2612676025282956,-0.96075549425309,-0.8417055241096554,0.19896252721876234,0,1,0
-0.2612676025282956,2.831582053058727,-1.2576798814841368,-1.039214537329436,0,1,0
3.827493306950289,1.118441153307829,-0.14266147955917832,-1.039214537329436,0,1,0
-0.2612676025282956,0.21062289873897694,-0.07223926470075968,-1.039214537329436,0,1,0
-0.2612676025282956,-0.17007507898344484,0.756602587627979,0.19896252721876234,0,0,1
-0.2612676025282956,0.2691918183885803,1.0362202054481697,-1.039214537329436,0,0,1
-0.2612676025282956,-0.9753977241654909,1.1801714975852304,1.4371395917669605,0,0,1
-0.2612676025282956,0.8548810148846138,0.9254087791268345,-1.039214537329436,0,0,1
-0.2612676025282956,-0.0822216995090398,-0.3774021957539063,0.19896252721876234,0,1,0
-0.2612676025282956,0.12276951926457191,0.19736735198759675,-1.039214537329436,0,1,0
-0.2612676025282956,1.6748458899790608,-0.051181641630350265,2.6753166563151587,0,1,0
-0.2612676025282956,-0.96075549425309,0.2698608084594984,0.19896252721876234,0,0,1
-0.2612676025282956,-0.8582598848662842,-1.131679349997261,-1.039214537329436,0,0,1
-0.2612676025282956,0.06420059961496857,-1.0764462403043835,1.4371395917669605,0,1,0
-0.2612676025282956,-0.6386264361802716,-0.6949925764879503,1.4371395917669605,0,1,0
-0.2612676025282956,-1.0046821839902926,0.09035320195764737,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9461132643406892,-0.7036227498774624,1.4371395917669605,0,1,0
-0.2612676025282956,1.7919837292782674,-0.6725541256752188,1.4371395917669605,0,1,0
-0.2612676025282956,-0.9461132643406892,-0.4964985885291729,1.4371395917669605,0,1,0
-0.2612676025282956,0.6791742559358037,-0.237593386843811,0.19896252721876234,0,1,0
-0.2612676025282956,1.0598722336582256,-1.4092257262039687,-1.039214537329436,0,1,0
-0.2612676025282956,0.928092164446618,1.5333181926840647,-1.039214537329436,0,0,1
-0.2612676025282956,-0.40435075758185823,-0.05497891792173556,-1.039214537329436,0,1,0
-0.2612676025282956,-1.0046821839902926,-0.6691020563194142,-1.039214537329436,0,1,0
3.827493306950289,-0.243286228545449,3.3663670206164267,0.19896252721876234,0,0,0
-0.2612676025282956,-0.6239842062678708,0.2829786720115566,0.19896252721876234,0,0,1
-0.2612676025282956,-0.8729021147786851,1.5747430249537222,1.4371395917669605,0,0,1
-0.2612676025282956,1.5430658207674532,-0.23103445506778195,-1.039214537329436,0,0,0
-0.2612676025282956,-0.8582598848662842,1.4366602507215291,1.4371395917669605,0,1,0
-0.2612676025282956,-0.3897085276694574,-0.684636368420536,0.19896252721876234,0,0,1
-0.2612676025282956,-0.9900399540778917,1.0569326215829984,1.4371395917669605,0,0,1
-0.2612676025282956,-0.4482774473190608,1.1684344617754938,-1.039214537329436,0,0,1
-0.2612676025282956,-0.3750662977570566,-0.36186788365278455,-1.039214537329436,0,1,0
-0.2612676025282956,-0.40435075758185823,-0.5482796288662453,0.19896252721876234,0,1,0
-0.2612676025282956,-0.9900399540778917,-0.18581234650673864,-1.039214537329436,0,1,0
